Date,Open,High,Low,Close,Volume,avg_sentiment,news_count,MA7,MA30,RSI14,MACD_diff,ATR14,BB_UP,BB_LO,BB_WIDTH,lag_1_Close,lag_3_Close,lag_7_Close,lag_1_avg_sentiment,lag_3_avg_sentiment,ROC10,VOL14,sent_mean_3d,sent_mean_7d,dayofweek,lag_ret_1d,lag_ret_2d,target_price,target_dir,ret1,strong_dir
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,-0.1902,0,8414.37437220982,10119.480078125,40.392435208221904,138.76534660869015,1091.9335239955358,12198.627817245111,6435.842299942385,5762.785517302728,8926.5703125,8621.900390625,7754.0,-0.1902,-0.1902,-0.0628453659074488,0.0813116368147432,-0.1902,-0.1630285714285714,1,0.0979831508117721,-0.057055887158723,9494.6298828125,1,0.09916074093751738,1
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,-0.1902,0,8681.992954799107,9975.307747395833,45.79075407067389,219.1316202089422,1114.508579799107,11964.350146063474,6493.642920342774,5470.7072257207,8598.3095703125,8129.97021484375,7621.2998046875,-0.1902,-0.1902,0.1471086964575494,0.0866565494689748,-0.1902,-0.1902,2,-0.0367734449733546,0.0979831508117721,10166.400390625,1,0.06836184023155013,1
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,0.0,1,8953.537318638393,9931.17109375,56.03503222219711,310.94163885418834,1068.987165178571,11798.330633848263,6559.162432557984,5239.168201290281,9494.6298828125,8926.5703125,8265.58984375,-0.1902,-0.1902,0.4616830636447617,0.0834379204721002,-0.1268,-0.1630285714285714,3,0.1042437824749573,-0.0367734449733546,10233.900390625,1,0.006617573638271057,1
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,0.0,1,9167.383021763391,9899.347786458333,58.79346191498648,365.8397112907244,1006.5035574776786,11568.74040170583,6668.072684231671,4900.66771747416,10166.400390625,8598.3095703125,8736.98046875,0.0,-0.1902,0.3198220777179521,0.0823245797387669,-0.0634,-0.1358571428571428,4,0.0707526797888733,0.1042437824749573,11112.7001953125,1,0.08238283884948888,1
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384,0.0,0,9523.21156529018,9887.274446614583,61.38134117977705,445.6656787620728,993.0020926339286,11395.183887278852,6774.269237721148,4620.914649557704,10233.900390625,9494.6298828125,8621.900390625,0.0,-0.1902,0.4581108839830188,0.0843563898302788,0.0,-0.1086857142857142,5,0.0066395181584866,0.0707526797888733,10551.7998046875,0,-0.05179217303128765,0
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728,0.0,0,9869.187220982143,9852.087760416667,63.91136562426506,444.03729349318064,973.0127999441964,11228.254163985104,6866.738902421144,4361.51526156396,11112.7001953125,10166.400390625,8129.97021484375,0.0,0.0,0.2765936858899682,0.0802358505499416,0.0,-0.0815142857142857,6,0.0858714440383399,0.0066395181584866,11225.2998046875,1,0.06187369895710683,1
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856,0.0,0,10197.5771484375,9796.291080729166,78.3618396434194,469.2047589402447,912.4727957589286,11449.720081736392,6757.172984669858,4692.547097066534,10551.7998046875,10233.900390625,8926.5703125,0.0,0.0,0.2848031244704732,0.0617143019984127,0.0,-0.0543428571428571,0,-0.0504738165132535,0.0858714440383399,11403.7001953125,1,0.01576773934263906,1
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,0.0,0,10598.347237723214,9789.74443359375,76.41860385549896,477.1825113848362,836.0984933035714,11680.756324306902,6644.396800693098,5036.359523613804,11225.2998046875,11112.7001953125,8598.3095703125,0.0,0.0,0.3226434635816813,0.0575813482049885,0.0,-0.0271714285714285,1,0.063827973660077,-0.0504738165132535,10690.400390625,0,-0.06459170224791023,0
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648,0.0,0,10769.171595982143,9781.711100260416,70.49334251115972,415.9740590156616,812.3184988839286,11847.845450348845,6629.293709807406,5218.551740541437,11403.7001953125,10551.7998046875,9494.6298828125,0.0,0.0,0.3149372147891023,0.061550838714599,0.0,0.0,2,0.0158927060950748,0.063827973660077,10005.0,0,-0.06626121098880938,0
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872,0.0,0,10746.11439732143,9752.931087239584,61.551167058567785,315.4420684480559,823.9285016741071,11920.726112949991,6673.838047206255,5246.888065743738,10690.400390625,11225.2998046875,10166.400390625,0.0,0.0,0.1208112018106057,0.0635031576534108,0.0,0.0,3,-0.0625498559652333,0.0158927060950748,10301.099609375,1,0.02916567969339066,1
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032,0.0,0,10755.714285714286,9717.65439453125,60.634677913591055,257.4509797836744,816.8191964285714,12014.059969339089,6693.123136129663,5320.936833209424,10005.0,11403.7001953125,10233.900390625,0.0,0.0,0.1980377683703953,0.0625416270558087,0.0,0.0,4,-0.0641136314432212,-0.0625498559652333,9813.0703125,0,-0.048535445290413405,0
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984,0.0,0,10570.05287388393,9669.443391927083,57.70803013805799,178.53563518284346,832.7585100446429,12048.351043709332,6812.4381164469205,5235.912927262411,10301.099609375,10690.400390625,11112.7001953125,0.0,0.0,0.0335390040073022,0.0643117786519317,0.0,0.0,5,0.029595163355822,-0.0641136314432212,9664.73046875,0,-0.01523197751850677,0
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904,0.0,0,10443.328683035714,9619.221061197915,60.39356816028107,111.91351359195858,820.2842145647321,11910.701527223984,7221.033677854142,4689.667849369842,9813.0703125,10005.0,10551.7998046875,0.0,0.0,-0.0493458749015647,0.0618174353950079,0.0,0.0,6,-0.0473764273117839,0.029595163355822,10366.7001953125,1,0.07011553986619887,1
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240,0.0,1,10320.671595982143,9583.421061197916,59.87934374638659,110.4986844899234,828.6642020089286,11903.37358867617,7489.631635933207,4413.741952742963,9664.73046875,10301.099609375,11225.2998046875,0.0,0.0,0.0129764605496018,0.0595014476099885,0.0,0.0,0,-0.0151165577159926,-0.0473764273117839,10725.599609375,1,0.0340346060989737,1
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840,0.34,1,10223.800083705357,9548.064388020834,64.53219933418644,127.88289600165469,837.90283203125,11872.898483422628,7830.536721655494,4042.3617617671343,10366.7001953125,9813.0703125,11403.7001953125,0.0,0.0,-0.0348340708499258,0.0580071108982099,0.1133333333333333,0.0485714285714285,1,0.0726321058649543,-0.0151165577159926,10397.900390625,0,-0.03102947063646394,0
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952,0.34,0,10182.014369419643,9518.114388020833,56.69028963390597,112.03008116413277,821.9363839285714,11847.902542561318,8068.763717204307,3779.1388253570112,10725.599609375,9664.73046875,10690.400390625,0.34,0.0,-0.014585133997153,0.0535068531307131,0.2266666666666666,0.0971428571428571,2,0.0346204102849221,0.0726321058649543,10951.0,1,0.05182687604474616,1
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744,0.34,0,10317.1572265625,9546.271061197916,55.91531214954153,132.1311571563645,811.9635184151786,11916.27020700503,8221.798005885596,3694.4722011194353,10397.900390625,10366.7001953125,10005.0,0.34,0.0,-0.0244358555637825,0.0521059613727091,0.34,0.1457142857142857,3,-0.0305529975651492,0.0346204102849221,11086.400390625,1,0.012288390831968733,1
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080,0.34,0,10429.343052455357,9575.114420572916,56.36209423210742,146.75596180547203,800.5078822544643,11960.129422329384,8424.38879056124,3535.740631768145,10951.0,10725.599609375,10301.099609375,0.34,0.34,-0.0278242850349508,0.0521289402467135,0.34,0.1942857142857143,4,0.0531933937233797,-0.0305529975651492,11489.7001953125,1,0.03573183173255637,1
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760,0.34,0,10932.84291294643,9741.81474609375,58.44831935926457,182.90825760840997,721.10791015625,11986.880283130242,8992.213857494757,2994.666425635485,11489.7001953125,10951.0,9664.73046875,0.34,0.34,0.1506846186281858,0.0453110416104583,0.34,0.2914285714285714,6,0.0363778855604512,0.0123642033261801,11573.2998046875,1,0.005258650235306609,1
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904,0.34,0,11105.214285714286,9821.761067708334,53.429560014028056,181.97593570629888,685.3650251116071,11920.13280004544,9356.460364017055,2563.6724360283843,11512.599609375,11086.400390625,10366.7001953125,0.34,0.34,0.1235013972833225,0.0422830650690169,0.34,0.34,0,0.0019930384320943,0.0363778855604512,10779.900390625,0,-0.07101737882303372,0
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984,0.34,0,11112.97154017857,9905.190755208334,44.51704454253784,119.96804991340716,695.779296875,11866.421785982571,9538.698428861178,2327.7233571213947,11573.2998046875,11489.7001953125,10725.599609375,0.34,0.34,0.0985247274640885,0.0461513928380339,0.34,0.34,1,0.0052725012049468,0.0019930384320943,9965.5703125,0,-0.0785471416488412,0
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016,0.34,0,11051.21010044643,10005.534098307293,43.74020412528195,21.320562205091647,717.0635463169643,11879.10118983958,9505.936017191672,2373.1651726479067,10779.900390625,11512.599609375,10397.900390625,0.34,0.34,0.031127597890364,0.0475499702319102,0.34,0.34,2,-0.0685542954431329,0.0052725012049468,9395.009765625,0,-0.05895751127349285,0
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984,0.34,0,10828.92578125,10060.234423828126,44.6253777370881,-79.61244572352169,696.4578683035714,11958.51808019869,9342.63006433256,2615.8880158661304,9965.5703125,11573.2998046875,10951.0,0.34,0.34,-0.0937318926351191,0.0469132656475243,0.34,0.34,3,-0.0755415215926486,-0.0685542954431329,9337.5498046875,0,-0.006134788034011313,0
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464,-0.4019,1,10579.08998325893,10117.442757161458,41.13746873514004,-143.7605648230745,710.7849469866071,11974.452944707164,9149.180160761587,2825.2727839455765,9395.009765625,10779.900390625,11086.400390625,0.34,0.34,-0.1294146579436209,0.0459388432463562,0.0927,0.2340142857142857,4,-0.0572531755818666,-0.0755415215926486,8866.0,0,-0.05182014795719041,0
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872,0.0,1,10204.275669642857,10137.456429036458,41.26255613388741,-207.58846487509717,685.9720982142857,12080.9715302498,8874.081594750198,3206.889935499603,9337.5498046875,9965.5703125,11489.7001953125,-0.4019,0.34,-0.1473278578438969,0.046162303494624,-0.0206333333333333,0.1854428571428571,5,-0.0061160086440503,-0.0572531755818666,9578.6298828125,1,0.0773108269362234,1
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176,0.0,0,9927.99428013393,10165.511409505209,49.2805643270163,-191.82497654160912,728.015625,12006.057117601104,8784.329015211395,3221.7281023897085,8866.0,9395.009765625,11512.599609375,0.0,0.34,-0.1253191596372477,0.0514949639152636,-0.1339666666666666,0.1368714285714286,6,-0.0505003790663348,-0.0061160086440503,9205.1201171875,0,-0.039774699535065794,0
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840,0.0,0,9363.2470703125,10220.448046875,35.57749000215672,-188.51467938921888,719.986328125,11889.849066344468,8531.12398053053,3358.7250858139378,9205.1201171875,8866.0,10779.900390625,0.0,0.0,-0.1997311110757911,0.0465288816575237,0.0,0.0397285714285714,1,-0.0389940701535206,0.0803778347408639,8269.8095703125,0,-0.10603202002040293,0
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840,0.0,0,8821.945591517857,10150.098372395832,23.99742377116287,-234.91676956296004,775.5005929129464,12138.387002556416,7761.571005256084,4376.815997300331,8300.8603515625,9194.849609375,9337.5498046875,0.0,0.0,-0.2264910335696008,0.0485927384271806,0.0,0.0,4,0.0037547153880626,-0.1006041510585813,7916.8798828125,0,-0.05186813420832641,0
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,4426149888,0.0,0,8686.357003348214,10075.11435546875,16.30914598748788,-241.2255586757351,776.0656389508929,12231.141071670694,7494.031877548057,4737.109194122637,8338.349609375,8269.8095703125,8866.0,0.0,0.0,-0.2055768375963179,0.046475997336286,0.0,0.0,5,0.0045163099033997,0.0037547153880626,8223.6796875,1,0.03802058543426426,1
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,6639190016,0.0,0,8492.792689732143,10008.106998697916,20.562415105422247,-210.06097070949943,809.7098911830357,12219.920007053286,7290.950891384214,4928.969115669072,7916.8798828125,8300.8603515625,9578.6298828125,0.0,0.0,-0.1246757701530795,0.0490971390284325,0.0,0.0,6,-0.0505459409004189,0.0045163099033997,8630.650390625,1,0.048302106725166924,1
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,6729110016,0.1366,2,8410.7255859375,9925.372005208334,25.199035837726683,-150.17105100431388,826.3721051897321,12119.63116573061,7181.74481083189,4937.88635489872,8223.6796875,8338.349609375,9205.1201171875,0.0,0.0,-0.075705022072025,0.0523435008808255,0.0455333333333333,0.0195142857142857,0,0.0387526158320983,-0.0505459409004189,8913.4697265625,1,0.03224371887087316,1
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856,0.0,1,8464.738560267857,9794.227018229169,38.793061750471495,-31.62937464107921,746.0713936941964,11866.355147359787,7084.40579014021,4781.949357219579,8913.4697265625,8223.6796875,8269.8095703125,0.1366,0.0,-0.0677914918228719,0.0488004218137437,0.0910666666666666,0.0390285714285714,2,0.0327691799733553,0.0494876647182156,8728.4697265625,0,-0.022745729727735496,0
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016,0.0,3,8525.825613839286,9705.052669270834,42.16513777475343,-6.613940345044796,726.3770577566964,11644.247136765129,7070.720734328623,4573.526402436506,8929.2802734375,8630.650390625,8300.8603515625,0.0,0.1366,-0.0517810071522059,0.0468763425855781,0.0455333333333333,0.0390285714285714,3,0.0017737814072429,0.0327691799733553,8879.6201171875,1,0.017168711059965366,1
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192,0.0,0,8603.149972098214,9644.693326822917,44.733257437370106,23.04952606495391,695.354248046875,11288.174779673402,7165.785083607846,4122.389696065556,8728.4697265625,8913.4697265625,8338.349609375,0.0,0.1366,-0.0342832678705363,0.0472201238460982,0.0,0.0390285714285714,4,-0.022488995834565,0.0017737814072429,8668.1201171875,0,-0.02410683537135471,0
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064,0.0,0,8710.470005580357,9600.1306640625,47.57934514052005,30.87524578627989,668.7563127790179,10853.740426885746,7315.771487176753,3537.9689397089933,8879.6201171875,8929.2802734375,7916.8798828125,0.0,0.0,0.0481644158173704,0.045647581813697,0.0,0.0390285714285714,5,0.0173169404672413,-0.022488995834565,8495.7802734375,0,-0.02008233931084544,0
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064,0.0,1,8749.341517857143,9539.953352864582,34.73583212193296,27.031990547465625,606.4806431361607,10272.104033354068,7589.655927583432,2682.448105770636,8668.1201171875,8728.4697265625,8223.6796875,0.0,0.0,0.0234818938784231,0.0393978848497276,0.0,0.0390285714285714,6,-0.0238185865170761,0.0173169404672413,8209.400390625,0,-0.03428971504220468,0
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,5921039872,0.0,0,8689.16294642857,9486.497688802085,35.610576416923905,8.736937410432006,579.8791852678571,9860.254798536089,7744.455162401414,2115.799636134673,8495.7802734375,8879.6201171875,8630.650390625,0.0,0.0,-0.015464597287336,0.0391000742364306,0.0,0.0195142857142857,0,-0.0198820322538306,-0.0238185865170761,7833.0400390625,0,-0.04692919680936608,0
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,5378250240,0.0,0,8534.815848214286,9425.441341145834,32.20317957841297,-23.419422307272043,574.4014020647321,9687.81180345684,7703.64513013691,1984.16667331993,8209.400390625,8668.1201171875,8913.4697265625,0.0,0.0,-0.010590010836468,0.040353243886991,0.0,0.0,1,-0.0337084851061746,-0.0198820322538306,7954.47998046875,1,0.01538459954530477,1
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,4935289856,0.0,0,8395.558663504464,9345.03400065104,44.78344168532488,-30.756261593624515,504.8628627232143,9611.180220142183,7636.223734935938,1974.9564852062467,7833.0400390625,8495.7802734375,8929.2802734375,0.0,0.0,-0.0327347023790862,0.0313647764756866,0.0,0.0,2,-0.0458450475862155,-0.0337084851061746,7165.7001953125,0,-0.10442950860100436,0
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,6361229824,-0.4939,1,8172.305873325893,9226.37068684896,34.98513114585117,-80.17009383712468,523.9807477678571,9640.148164806558,7390.070829334066,2250.0773354724925,7954.47998046875,8209.400390625,8728.4697265625,0.0,0.0,-0.1697380995647552,0.0405487002104679,-0.1646333333333333,-0.0705571428571428,3,0.015503551724572,-0.0458450475862155,6890.52001953125,0,-0.03915922419318774,0
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6289509888,-0.4939,0,7888.148716517857,9109.4580078125,31.98235833921636,-120.4071642920852,524.9014369419643,9740.855096070492,7091.815900023258,2649.0391960472343,7165.7001953125,7833.0400390625,8879.6201171875,-0.4939,0.0,-0.2269542354536503,0.0410136859476203,-0.3292666666666666,-0.1411142857142857,4,-0.0991617034794232,0.015503551724572,6973.52978515625,1,0.01197496528897845,1
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,4553269760,-0.4939,0,7646.064383370535,8976.875667317709,37.18048266355563,-129.64984697273303,511.374267578125,9641.35133800868,6930.809648319446,2710.5416896892348,6890.52001953125,7954.47998046875,8668.1201171875,-0.4939,0.0,-0.2190266660235927,0.0399729324503068,-0.4939,-0.2116714285714285,5,-0.0384024126436746,-0.0991617034794232,6844.22998046875,0,-0.018715563309412864,0
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,4532100096,-0.4939,0,7410.128627232143,8835.469986979168,30.30399240580212,-132.23493371534278,488.9857352120536,9595.600309315068,6740.471663341181,2855.128645973888,6973.52978515625,7165.7001953125,8495.7802734375,-0.4939,-0.4939,-0.2158728626118307,0.037655088957619,-0.4939,-0.2822285714285714,6,0.0120469522459418,-0.0384024126436746,7083.7998046875,1,0.03440450062348593,1
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,4333440000,-0.4939,0,7249.328543526785,8688.606640625,26.805012890700382,-106.6698656519584,476.5157296316965,9482.536113685974,6642.430878501526,2840.105235184448,6844.22998046875,6890.52001953125,8209.400390625,-0.4939,-0.4939,-0.2022406689475362,0.0359872956005743,-0.4939,-0.3527857142857143,0,-0.0185415146519809,0.0120469522459418,7456.10986328125,1,0.051223352843477454,1
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,5499700224,0.4215,1,7195.481375558035,8553.390315755209,28.718092715428227,-56.08669517411681,462.03857421875,9463.304254588797,6580.292766895579,2883.011487693217,7083.7998046875,6973.52978515625,7833.0400390625,-0.4939,-0.4939,-0.1398238877081349,0.0382567569687092,-0.1887666666666666,-0.2925714285714286,1,0.0350031814977587,-0.0185415146519809,6853.83984375,0,-0.08422475580705478,0
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000,0.4215,0,7038.2470703125,8396.074983723958,24.12427404331997,-54.5419070309548,485.9642857142857,9474.79596078279,6424.099009920334,3050.696950862457,7456.10986328125,6844.22998046875,7954.47998046875,0.4215,-0.4939,-0.1932654066891433,0.0421392350853795,0.1163666666666666,-0.2323571428571428,2,0.0525579588439786,0.0350031814977587,6811.47021484375,0,-0.006201068910304803,0
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,5639320064,0.0,1,6987.642787388393,8263.793977864583,25.11656696641181,-47.95856031183598,468.33646065848217,9467.76218139362,6278.44484985638,3189.3173315372405,6853.83984375,7083.7998046875,7165.7001953125,0.4215,-0.4939,-0.1702840779184875,0.0422270561672939,0.2809999999999999,-0.1618,3,-0.0807753681979956,0.0525579588439786,6636.31982421875,0,-0.026050420941338085,0
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,3766810112,0.0,0,6951.328473772322,8152.818961588541,21.061355145808776,-46.92670335673984,451.44290597098217,9496.469832960363,6121.68119243026,3374.788640530105,6811.47021484375,7456.10986328125,6890.52001953125,0.0,0.4215,-0.1527785136901942,0.0411113971250007,0.1404999999999999,-0.0912428571428571,4,-0.0061818819628367,-0.0807753681979956,6911.08984375,1,0.040569778635102284,1
