Date,Open,High,Low,Close,Volume,avg_sentiment,news_count,MA7,MA30,RSI14,MACD_diff,ATR14,BB_UP,BB_LO,BB_WIDTH,lag_1_Close,lag_3_Close,lag_7_Close,lag_1_avg_sentiment,lag_3_avg_sentiment,target_price,target_dir
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6289509888,-0.4939,0,7888.148716517857,9109.4580078125,31.98235833921636,-120.40716429208521,524.9014369419643,9740.855096070492,7091.815900023258,2649.0391960472343,7165.7001953125,7833.0400390625,8879.6201171875,-0.4939,0.0,6973.52978515625,1
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,4553269760,-0.4939,0,7646.064383370535,8976.875667317709,37.18048266355563,-129.64984697273303,511.374267578125,9641.35133800868,6930.809648319446,2710.5416896892348,6890.52001953125,7954.47998046875,8668.1201171875,-0.4939,0.0,6844.22998046875,0
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,4532100096,-0.4939,0,7410.128627232143,8835.469986979168,30.30399240580212,-132.23493371534278,488.98573521205356,9595.600309315068,6740.471663341181,2855.1286459738876,6973.52978515625,7165.7001953125,8495.7802734375,-0.4939,-0.4939,7083.7998046875,1
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,4333440000,-0.4939,0,7249.328543526785,8688.606640625,26.805012890700382,-106.66986565195839,476.51572963169644,9482.536113685974,6642.430878501526,2840.1052351844473,6844.22998046875,6890.52001953125,8209.400390625,-0.4939,-0.4939,7456.10986328125,1
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,5499700224,0.4215,1,7195.481375558035,8553.390315755209,28.718092715428227,-56.08669517411681,462.03857421875,9463.304254588797,6580.292766895579,2883.0114876932175,7083.7998046875,6973.52978515625,7833.0400390625,-0.4939,-0.4939,6853.83984375,0
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000,0.4215,0,7038.2470703125,8396.074983723958,24.12427404331997,-54.5419070309548,485.9642857142857,9474.79596078279,6424.099009920334,3050.696950862457,7456.10986328125,6844.22998046875,7954.47998046875,0.4215,-0.4939,6811.47021484375,0
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,5639320064,0.0,1,6987.642787388393,8263.793977864583,25.11656696641181,-47.95856031183598,468.33646065848217,9467.76218139362,6278.44484985638,3189.3173315372405,6853.83984375,7083.7998046875,7165.7001953125,0.4215,-0.4939,6636.31982421875,0
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,3766810112,0.0,0,6951.328473772322,8152.818961588541,21.061355145808776,-46.926703356739836,451.44290597098217,9496.469832960365,6121.68119243026,3374.788640530105,6811.47021484375,7456.10986328125,6890.52001953125,0.0,0.4215,6911.08984375,1
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,3976610048,0.0,0,6942.408482142857,8070.021630859375,27.698300176187487,-20.608679352848753,457.83939034598217,9464.706886223958,6022.185154791666,3442.5217314322917,6636.31982421875,6853.83984375,6973.52978515625,0.0,0.4215,7023.52001953125,1
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,3652499968,0.0,0,6968.021344866072,7992.8873046875,31.024247540575672,9.865411752312184,455.52225167410717,9359.837384990462,5966.341618915789,3393.495766074673,6911.08984375,6811.47021484375,6844.22998046875,0.0,0.0,6770.72998046875,0
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,4894060032,0.0,0,6923.297084263393,7923.044970703125,31.29522330659195,18.016956829103037,448.91294642857144,9189.69646655288,5922.208562743996,3267.487903808884,7023.52001953125,6636.31982421875,7083.7998046875,0.0,0.0,6834.759765625,1
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,4272750080,0.0,1,6834.532784598215,7831.582633463541,35.87365654920774,31.927481795872836,429.82435825892856,8979.421552387528,5923.031426128096,3056.390126259432,6770.72998046875,6911.08984375,7456.10986328125,0.0,0.0,6968.31982421875,1
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,4641889792,0.0,0,6850.887067522322,7757.022623697917,36.0928680894571,53.08290150899609,418.1821986607143,8780.406564320176,5946.031423961074,2834.3751403591014,6834.759765625,7023.52001953125,6853.83984375,0.0,0.0,7889.25,1
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,7889.25,8906250240,0.0,0,7004.855608258928,7713.50263671875,59.83706830762303,127.79741360180378,431.02291434151783,8567.594842748747,6059.806133813752,2507.788708934995,6968.31982421875,6770.72998046875,6811.47021484375,0.0,0.0,7895.9599609375,1
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7764460032,0.0,0,7184.80419921875,7701.040983072917,64.74598186977133,173.53039451979998,419.04432896205356,8393.639893272031,6156.54506766547,2237.0948256065612,7889.25,6834.759765625,6636.31982421875,0.0,0.0,7986.240234375,1
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,5191430144,0.0,0,7338.397112165178,7690.553645833334,64.82100509494805,203.6386659706585,415.50003487723217,8269.999862454491,6229.231094576759,2040.768767877733,7895.9599609375,6968.31982421875,6911.08984375,0.0,0.0,8329.1103515625,1
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,5244480000,0.0,0,7524.910016741072,7690.245670572916,70.45266932846474,238.03090690800593,402.5071498325893,8300.793576478822,6210.408376646179,2090.3851998326427,7986.240234375,7889.25,7023.52001953125,0.0,0.0,8058.669921875,0
2018-04-16,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,5631309824,0.0,0,7708.901436941965,7694.972005208333,63.31458319828915,233.62279194294177,411.54502650669644,8342.73898429128,6191.02595711497,2151.71302717631,8329.1103515625,7895.9599609375,6770.72998046875,0.0,0.0,7902.08984375,0
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,6900879872,0.0,1,7861.377162388393,7684.25234375,56.47251858099465,211.8602742948931,407.67288643973217,8333.303873399873,6195.222054334503,2138.08181906537,8058.669921875,7986.240234375,6834.759765625,0.0,0.0,8163.419921875,1
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,6529909760,0.0,0,8032.105747767857,7668.677994791667,71.09340075621087,206.54835782927023,382.37217494419644,8454.557611745506,6173.74028864512,2280.8173231003857,7902.08984375,8329.1103515625,6968.31982421875,0.0,0.0,8294.3095703125,1
2018-04-19,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,7063209984,0.0,1,8089.971400669643,7648.039322916667,73.22189553853741,203.03064994438222,373.1500767299107,8586.113318035132,6182.563537433618,2403.5497806015137,8163.419921875,8058.669921875,7889.25,0.0,0.0,8845.830078125,1
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8438110208,0.0,0,8225.66713169643,7645.257649739583,80.95305325982433,227.20285215319305,398.378662109375,8827.586327908566,6128.320556857059,2699.265771051507,8294.3095703125,7902.08984375,7895.9599609375,0.0,0.0,8895.580078125,1
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,7548550144,0.0,0,8355.572823660714,7650.827994791666,79.67141401192043,234.92374394390947,393.04935128348217,9035.083669624939,6125.9582249063105,2909.1254447186284,8845.830078125,8163.419921875,7986.240234375,0.0,0.0,8802.4599609375,0
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,6629899776,0.0,0,8423.19419642857,7648.255989583334,76.75257552546975,222.2754553326741,394.5892857142857,9198.465966236385,6134.4419439198655,3064.024022316519,8895.580078125,8294.3095703125,8329.1103515625,0.0,0.0,8930.8798828125,1
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,6925190144,0.0,0,8547.795619419643,7657.0146484375,83.74779521130804,211.15476026203984,369.847900390625,9368.51544033089,6111.869471778486,3256.645968552404,8802.4599609375,8845.830078125,8058.669921875,0.0,0.0,9697.5,1
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,10678800384,0.0,1,8804.282784598214,7697.07197265625,86.67338555315969,241.82167754189612,415.31361607142856,9673.313558795679,6091.437368938696,3581.876189856983,8930.8798828125,8895.580078125,7902.08984375,0.0,0.0,8845.740234375,0
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,11083100160,0.0,0,8901.757114955357,7718.28330078125,70.31303342120425,193.2402663947601,472.08150809151783,9749.83034111518,6218.34758857232,3531.482752542859,9697.5,8802.4599609375,8163.419921875,0.0,0.0,9281.509765625,1
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,8970559488,0.0,0,9042.785714285714,7766.565625,66.83074691298852,179.26093430190562,433.63148716517856,9853.055568328737,6379.641355499389,3473.414212829348,8845.740234375,8930.8798828125,8294.3095703125,0.0,0.0,8987.0498046875,0
2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,7566289920,0.0,0,9062.9599609375,7800.984619140625,62.33201368129057,140.69222252246462,431.01649693080356,9900.792449652576,6539.5004702692995,3361.291979383276,9281.509765625,9697.5,8845.830078125,0.0,0.0,9348.48046875,1
2018-04-28,8939.26953125,9412.08984375,8931.990234375,9348.48046875,7805479936,0.0,0,9127.66001674107,7873.743961588541,64.50747144128928,130.26994090734246,444.2586146763393,9989.949677534532,6682.839287309217,3307.1103902253153,8987.0498046875,8845.740234375,8895.580078125,0.0,0.0,9419.080078125,1
