Date,Open,High,Low,Close,Volume,avg_sentiment,news_count,MA7,MA30,RSI14,MACD_diff,ATR14,BB_UP,BB_LO,BB_WIDTH,lag_1_Close,lag_3_Close,lag_7_Close,lag_1_avg_sentiment,lag_3_avg_sentiment,target_price,target_dir
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840,0.0,1,11202.843052455357,13181.0400390625,40.13709060034266,-74.0916801998527,1165.06494140625,14450.867575260694,9531.012600520557,4919.854974740138,11296.400390625,11440.7001953125,10868.400390625,0.3612,0.3612,10221.099609375,1
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,0.0,1,11040.22865513393,13066.503352864584,42.91738001396049,-90.16276411213539,1045.669921875,14318.165125293777,9345.245030956223,4972.9200943375545,10106.2998046875,11786.2998046875,11359.400390625,0.0,0.3612,9170.5400390625,0
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,0.0,1,10741.820033482143,12872.784700520833,34.82847246163277,-155.57563539712828,1067.9356166294642,14132.400115650991,9050.004083567757,5082.396032083234,10221.099609375,11296.400390625,11259.400390625,0.0,0.3612,8830.75,0
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,0.3818,1,10407.44140625,12660.443033854166,32.204719855879816,-202.77169295572526,1107.4605887276787,13789.784902850079,8839.67427683742,4950.110626012658,9170.5400390625,10106.2998046875,11171.400390625,0.0,0.0,9174.91015625,1
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080,0.3818,0,10083.757114955357,12446.300032552082,22.83130096794119,-191.96544792671682,1084.8549107142858,13450.506509964584,8719.243685347916,4731.262824616668,8830.75,10221.099609375,11440.7001953125,0.3818,0.0,8277.009765625,0
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,7073549824,0.3818,0,9582.429966517857,12141.217024739582,24.250825857684305,-224.1988388832333,1062.901332310268,13122.456240373991,8493.014951032259,4629.441289341732,9174.91015625,9170.5400390625,11786.2998046875,0.3818,0.0,6955.27001953125,0
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,0.0,1,8962.268484933036,11788.826025390625,22.022130618488745,-308.25635523749725,1054.4698660714287,13438.91165386424,7723.036539495135,5715.875114369104,8277.009765625,8830.75,11296.400390625,0.3818,0.3818,7754.0,1
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,0.0,0,8626.225655691964,11498.039371744791,30.14175237992289,-284.3637927524305,1094.0799386160713,13515.429242676903,7303.058989744972,6212.370252931931,6955.27001953125,9174.91015625,10106.2998046875,0.0,0.3818,7621.2998046875,0
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,0.0,0,8254.82568359375,11246.412711588542,25.02364646807635,-252.85627502055718,1123.4170619419642,13516.46303288142,6916.665140946704,6599.797891934716,7754.0,8277.009765625,10221.099609375,0.0,0.3818,8265.58984375,1
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,-0.1902,2,8125.547084263393,11035.419026692709,31.35294494765415,-168.06551484410488,1138.3577706473213,13391.008724944153,6707.938394196473,6683.07033074768,7621.2998046875,6955.27001953125,9170.5400390625,0.0,0.0,8736.98046875,1
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,-0.1902,0,8112.151436941965,10827.541715494792,35.528287299065596,-64.97370370629596,1114.4913504464287,12945.63177461041,6737.093371873965,6208.538402736445,8265.58984375,7754.0,8830.75,-0.1902,0.0,8621.900390625,0
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256,-0.1902,0,8033.150041852678,10668.078401692708,32.930310723885384,6.9055065754648695,1128.8756277901787,12726.427357278708,6658.477867330666,6067.949489948041,8736.98046875,7621.2998046875,9174.91015625,-0.1902,0.0,8129.97021484375,0
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824,-0.1902,0,8012.144391741072,10473.057421875,28.24408673610239,31.3878044632811,1135.3899623325892,12604.135462496266,6500.626744534983,6103.508717961283,8621.900390625,8265.58984375,8277.009765625,-0.1902,-0.1902,8926.5703125,1
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,-0.1902,0,8293.758719308036,10291.93642578125,36.39556685054031,107.03868603664091,1146.786411830357,12453.847826855812,6456.7313723629395,5997.116454492872,8129.97021484375,8736.98046875,6955.27001953125,-0.1902,-0.1902,8598.3095703125,0
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,-0.1902,0,8414.37437220982,10119.480078125,40.392435208221904,138.76534660869015,1091.9335239955358,12198.627817245113,6435.842299942385,5762.785517302728,8926.5703125,8621.900390625,7754.0,-0.1902,-0.1902,9494.6298828125,1
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,-0.1902,0,8681.992954799107,9975.307747395833,45.79075407067389,219.1316202089422,1114.508579799107,11964.350146063474,6493.642920342774,5470.7072257207,8598.3095703125,8129.97021484375,7621.2998046875,-0.1902,-0.1902,10166.400390625,1
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,0.0,1,8953.537318638393,9931.17109375,56.03503222219711,310.94163885418834,1068.9871651785713,11798.330633848265,6559.162432557984,5239.168201290281,9494.6298828125,8926.5703125,8265.58984375,-0.1902,-0.1902,10233.900390625,1
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,0.0,1,9167.383021763393,9899.347786458333,58.79346191498648,365.8397112907244,1006.5035574776786,11568.74040170583,6668.072684231671,4900.66771747416,10166.400390625,8598.3095703125,8736.98046875,0.0,-0.1902,11112.7001953125,1
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384,0.0,0,9523.21156529018,9887.274446614583,61.38134117977705,445.66567876207284,993.0020926339286,11395.183887278852,6774.269237721148,4620.914649557704,10233.900390625,9494.6298828125,8621.900390625,0.0,-0.1902,10551.7998046875,0
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728,0.0,0,9869.187220982143,9852.087760416667,63.91136562426506,444.03729349318064,973.0127999441964,11228.254163985104,6866.738902421144,4361.51526156396,11112.7001953125,10166.400390625,8129.97021484375,0.0,0.0,11225.2998046875,1
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856,0.0,0,10197.5771484375,9796.291080729166,78.3618396434194,469.2047589402447,912.4727957589286,11449.720081736392,6757.172984669858,4692.547097066534,10551.7998046875,10233.900390625,8926.5703125,0.0,0.0,11403.7001953125,1
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,0.0,0,10598.347237723214,9789.74443359375,76.41860385549896,477.18251138483623,836.0984933035714,11680.756324306902,6644.396800693098,5036.3595236138035,11225.2998046875,11112.7001953125,8598.3095703125,0.0,0.0,10690.400390625,0
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648,0.0,0,10769.171595982143,9781.711100260416,70.49334251115972,415.9740590156616,812.3184988839286,11847.845450348843,6629.293709807406,5218.551740541437,11403.7001953125,10551.7998046875,9494.6298828125,0.0,0.0,10005.0,0
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872,0.0,0,10746.11439732143,9752.931087239584,61.551167058567785,315.4420684480559,823.9285016741071,11920.726112949993,6673.838047206255,5246.888065743738,10690.400390625,11225.2998046875,10166.400390625,0.0,0.0,10301.099609375,1
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032,0.0,0,10755.714285714286,9717.65439453125,60.634677913591055,257.45097978367437,816.8191964285714,12014.059969339087,6693.123136129663,5320.936833209424,10005.0,11403.7001953125,10233.900390625,0.0,0.0,9813.0703125,0
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984,0.0,0,10570.05287388393,9669.443391927083,57.70803013805799,178.53563518284346,832.7585100446429,12048.351043709332,6812.4381164469205,5235.912927262411,10301.099609375,10690.400390625,11112.7001953125,0.0,0.0,9664.73046875,0
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904,0.0,0,10443.328683035714,9619.221061197917,60.39356816028107,111.91351359195858,820.2842145647321,11910.701527223984,7221.033677854142,4689.667849369842,9813.0703125,10005.0,10551.7998046875,0.0,0.0,10366.7001953125,1
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240,0.0,1,10320.671595982143,9583.421061197916,59.87934374638659,110.49868448992339,828.6642020089286,11903.37358867617,7489.631635933207,4413.741952742963,9664.73046875,10301.099609375,11225.2998046875,0.0,0.0,10725.599609375,1
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840,0.34,1,10223.800083705357,9548.064388020834,64.53219933418644,127.88289600165467,837.90283203125,11872.898483422628,7830.536721655494,4042.3617617671343,10366.7001953125,9813.0703125,11403.7001953125,0.0,0.0,10397.900390625,0
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952,0.34,0,10182.014369419643,9518.114388020833,56.69028963390597,112.03008116413275,821.9363839285714,11847.902542561318,8068.763717204307,3779.1388253570112,10725.599609375,9664.73046875,10690.400390625,0.34,0.0,10951.0,1
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744,0.34,0,10317.1572265625,9546.271061197916,55.91531214954153,132.1311571563645,811.9635184151786,11916.27020700503,8221.798005885596,3694.4722011194353,10397.900390625,10366.7001953125,10005.0,0.34,0.0,11086.400390625,1
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080,0.34,0,10429.343052455357,9575.114420572916,56.36209423210742,146.75596180547203,800.5078822544643,11960.129422329384,8424.38879056124,3535.7406317681452,10951.0,10725.599609375,10301.099609375,0.34,0.34,11489.7001953125,1
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,6690570240,0.34,0,10668.861607142857,9652.419759114584,53.02843456303868,173.94391746461991,767.3436104910714,11930.456086502143,8790.035124435357,3140.420962066786,11086.400390625,10397.900390625,9813.0703125,0.34,0.34,11512.599609375,1
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760,0.34,0,10932.84291294643,9741.81474609375,58.44831935926457,182.90825760840994,721.10791015625,11986.880283130242,8992.213857494757,2994.666425635485,11489.7001953125,10951.0,9664.73046875,0.34,0.34,11573.2998046875,1
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904,0.34,0,11105.214285714286,9821.761067708334,53.429560014028056,181.97593570629888,685.3650251116071,11920.132800045441,9356.460364017057,2563.6724360283843,11512.599609375,11086.400390625,10366.7001953125,0.34,0.34,10779.900390625,0
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984,0.34,0,11112.97154017857,9905.190755208334,44.51704454253784,119.96804991340716,695.779296875,11866.421785982573,9538.698428861178,2327.7233571213947,11573.2998046875,11489.7001953125,10725.599609375,0.34,0.34,9965.5703125,0
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016,0.34,0,11051.21010044643,10005.534098307291,43.74020412528195,21.320562205091647,717.0635463169643,11879.10118983958,9505.936017191672,2373.1651726479067,10779.900390625,11512.599609375,10397.900390625,0.34,0.34,9395.009765625,0
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984,0.34,0,10828.92578125,10060.234423828126,44.6253777370881,-79.61244572352169,696.4578683035714,11958.51808019869,9342.63006433256,2615.8880158661304,9965.5703125,11573.2998046875,10951.0,0.34,0.34,9337.5498046875,0
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464,-0.4019,1,10579.08998325893,10117.442757161458,41.13746873514004,-143.7605648230745,710.7849469866071,11974.452944707164,9149.180160761587,2825.2727839455765,9395.009765625,10779.900390625,11086.400390625,0.34,0.34,8866.0,0
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872,0.0,1,10204.275669642857,10137.456429036458,41.26255613388741,-207.58846487509715,685.9720982142857,12080.9715302498,8874.081594750198,3206.889935499603,9337.5498046875,9965.5703125,11489.7001953125,-0.4019,0.34,9578.6298828125,1
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176,0.0,0,9927.99428013393,10165.511409505209,49.2805643270163,-191.82497654160912,728.015625,12006.057117601104,8784.329015211395,3221.7281023897085,8866.0,9395.009765625,11512.599609375,0.0,0.34,9205.1201171875,0
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808,0.0,0,9589.682896205357,10184.952067057291,39.73041362295136,-195.87918303515883,728.5728236607143,11906.387356406038,8664.140768593963,3242.2465878120747,9578.6298828125,9337.5498046875,11573.2998046875,0.0,-0.4019,9194.849609375,0
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840,0.0,0,9363.2470703125,10220.448046875,35.57749000215672,-188.51467938921888,719.986328125,11889.849066344468,8531.12398053053,3358.7250858139378,9205.1201171875,8866.0,10779.900390625,0.0,0.0,8269.8095703125,0
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016,0.0,0,9120.995535714286,10198.556022135417,31.978006728252723,-232.3280002244361,762.1691545758929,12013.850147408119,8233.60385649813,3780.2462909099886,9194.849609375,9578.6298828125,9965.5703125,0.0,0.0,8300.8603515625,1
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952,0.0,0,8964.6884765625,10188.641048177084,25.380062058280203,-244.37681823146895,758.2905970982143,12078.799623183973,7968.630454941025,4110.169168242948,8269.8095703125,9205.1201171875,9395.009765625,0.0,0.0,8338.349609375,1
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840,0.0,0,8821.945591517857,10150.098372395832,23.99742377116287,-234.91676956296004,775.5005929129464,12138.387002556416,7761.571005256084,4376.815997300331,8300.8603515625,9194.849609375,9337.5498046875,0.0,0.0,7916.8798828125,0
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,4426149888,0.0,0,8686.357003348214,10075.11435546875,16.30914598748788,-241.2255586757351,776.0656389508929,12231.141071670694,7494.031877548057,4737.109194122637,8338.349609375,8269.8095703125,8866.0,0.0,0.0,8223.6796875,1
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,6639190016,0.0,0,8492.792689732143,10008.106998697916,20.562415105422247,-210.06097070949943,809.7098911830357,12219.920007053286,7290.950891384214,4928.969115669072,7916.8798828125,8300.8603515625,9578.6298828125,0.0,0.0,8630.650390625,1
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,6729110016,0.1366,2,8410.7255859375,9925.372005208334,25.199035837726683,-150.17105100431388,826.3721051897321,12119.63116573061,7181.74481083189,4937.88635489872,8223.6796875,8338.349609375,9205.1201171875,0.0,0.0,8913.4697265625,1
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,6361789952,0.1366,0,8370.52845982143,9870.761002604168,32.78819800229715,-82.99695843360814,810.8099539620536,12040.073978304994,7112.858931851257,4927.215046453737,8630.650390625,7916.8798828125,9194.849609375,0.1366,0.0,8929.2802734375,1
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856,0.0,1,8464.738560267857,9794.227018229167,38.793061750471495,-31.62937464107921,746.0713936941964,11866.355147359789,7084.40579014021,4781.949357219579,8913.4697265625,8223.6796875,8269.8095703125,0.1366,0.0,8728.4697265625,0
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016,0.0,3,8525.825613839286,9705.052669270834,42.16513777475343,-6.613940345044796,726.3770577566964,11644.247136765129,7070.720734328623,4573.526402436506,8929.2802734375,8630.650390625,8300.8603515625,0.0,0.1366,8879.6201171875,1
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192,0.0,0,8603.149972098214,9644.693326822917,44.733257437370106,23.04952606495391,695.354248046875,11288.174779673402,7165.785083607846,4122.389696065556,8728.4697265625,8913.4697265625,8338.349609375,0.0,0.1366,8668.1201171875,0
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064,0.0,0,8710.470005580357,9600.1306640625,47.57934514052005,30.87524578627989,668.7563127790179,10853.740426885746,7315.771487176753,3537.9689397089933,8879.6201171875,8929.2802734375,7916.8798828125,0.0,0.0,8495.7802734375,0
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064,0.0,1,8749.341517857143,9539.953352864582,34.73583212193296,27.031990547465625,606.4806431361607,10272.104033354068,7589.655927583432,2682.448105770636,8668.1201171875,8728.4697265625,8223.6796875,0.0,0.0,8209.400390625,0
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,5921039872,0.0,0,8689.16294642857,9486.497688802083,35.610576416923905,8.736937410432006,579.8791852678571,9860.254798536087,7744.455162401414,2115.799636134673,8495.7802734375,8879.6201171875,8630.650390625,0.0,0.0,7833.0400390625,0
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,5378250240,0.0,0,8534.815848214286,9425.441341145834,32.20317957841297,-23.419422307272043,574.4014020647321,9687.81180345684,7703.64513013691,1984.16667331993,8209.400390625,8668.1201171875,8913.4697265625,0.0,0.0,7954.47998046875,1
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,4935289856,0.0,0,8395.558663504464,9345.034000651041,44.783441685324874,-30.756261593624515,504.8628627232143,9611.180220142185,7636.223734935938,1974.9564852062467,7833.0400390625,8495.7802734375,8929.2802734375,0.0,0.0,7165.7001953125,0
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,6361229824,-0.4939,1,8172.305873325893,9226.370686848959,34.98513114585117,-80.17009383712468,523.9807477678571,9640.148164806558,7390.070829334066,2250.0773354724925,7954.47998046875,8209.400390625,8728.4697265625,0.0,0.0,6890.52001953125,0
