Date,Open,High,Low,Close,Volume,avg_sentiment,news_count,MA7,MA30,RSI14,MACD_diff,ATR14,BB_UP,BB_LO,BB_WIDTH,lag_1_Close,lag_3_Close,lag_7_Close,lag_1_avg_sentiment,lag_3_avg_sentiment,ROC10,VOL14,sent_mean_3d,sent_mean_7d,dayofweek,lag_ret_1d,lag_ret_2d,target_price,target_dir,ret1,strong_dir
2018-01-30,1184.1300048828125,1184.6300048828125,1058.969970703125,1071.1300048828125,4107859968,0.0,0,1110.9357212611608,1103.1572021484376,51.10220821211427,-6.140825279727174,124.91543579101562,1377.30403605092,882.4288741053301,494.87516194558975,1182.3599853515625,1107.0699462890625,986.22900390625,0.0,0.0,-0.0727351579928921,0.0678458851655045,0.0,0.0516,1,-0.0510830763117505,0.1255025158458094,1118.31005859375,1,0.04310449900718177,1
2018-01-31,1071.0899658203125,1128.6600341796875,1034.5,1118.31005859375,3757560064,0.0,0,1119.4400111607142,1114.6795043945312,56.5128547246656,-6.091160930210272,109.54772513253349,1375.2339727722924,880.8369378722387,494.39703490005377,1071.1300048828125,1246.010009765625,1058.780029296875,0.0,0.0,0.0654834366287016,0.0675794327895082,0.0,0.0,2,-0.0940745473855637,-0.0510830763117505,1036.7900390625,0,-0.07568923036724218,0
2018-02-01,1119.3699951171875,1161.3499755859375,984.8189697265624,1036.7900390625,5261680128,0.0,0,1116.691441127232,1119.757706705729,50.029707966001226,-11.270724880764156,112.68914794921876,1356.7044916899006,875.7254277436931,480.9790639462075,1118.31005859375,1182.3599853515625,1056.030029296875,0.0,0.0,0.0334210762618836,0.0708708109740641,0.0,0.0,3,0.0440469910243055,-0.0940745473855637,915.7849731445312,0,-0.1241031265244571,0
2018-02-02,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,6713290240,0.3818,1,1096.779288155692,1118.1932067871094,43.68623754391665,-21.95050167599981,126.21058436802456,1309.7409700352289,874.6254423182866,435.1155277169423,1036.7900390625,1071.1300048828125,1055.1700439453125,0.0,0.0,-0.0714276607995754,0.077682093560426,0.1272666666666666,0.0545428571428571,4,-0.072895722348916,0.0440469910243055,964.0189819335938,1,0.051329393577471516,1
2018-02-03,919.2109985351562,991.9429931640624,847.6900024414062,964.0189819335938,3243480064,0.3818,0,1076.3434361049108,1117.6297729492187,39.48374669172799,-24.667381770435803,127.3707972935268,1254.2784656674398,889.8128429263102,364.46562274112966,915.7849731445312,1118.31005859375,1107.0699462890625,0.3818,0.0,-0.0895002217091411,0.0722016012647219,0.2545333333333333,0.1090857142857142,5,-0.1167112543127686,-0.072895722348916,834.6820068359375,0,-0.14406016303912625,0
2018-02-04,964.6669921875,969.031982421875,805.0640258789062,834.6820068359375,2997090048,0.0,1,1017.582292829241,1112.195174153646,38.47742131081831,-33.526792536474495,129.49850463867188,1229.992002776453,868.3755021063596,361.6165006700935,964.0189819335938,1036.7900390625,1246.010009765625,0.3818,0.0,-0.2096039092830677,0.0766594391050147,0.2545333333333333,0.1090857142857142,6,0.0526695787805311,-0.1167112543127686,697.9509887695312,0,-0.17890193854553665,0
2018-02-05,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,4269530112,0.0,0,948.3810076032366,1100.7375386555989,35.076580713263226,-46.16725378151137,133.33336530412947,1270.826763588967,791.9668460301737,478.8599175587933,834.6820068359375,915.7849731445312,1182.3599853515625,0.0,0.3818,-0.3385416949860786,0.0863970873569471,0.1272666666666666,0.1090857142857142,0,-0.1341643448122119,0.0526695787805311,793.1220092773438,1,0.12782818401833046,1
2018-02-06,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,6518269952,0.0,0,908.6655796595982,1088.7359375,41.23085277276246,-45.61029950342363,141.856937953404,1282.4524084010425,758.2284021458324,524.22400625521,697.9509887695312,964.0189819335938,1071.1300048828125,0.0,0.3818,-0.2835845540420307,0.0962424752522923,0.0,0.1090857142857142,1,-0.1638121068222352,-0.1341643448122119,757.0679931640625,0,-0.046523999009708265,0
2018-02-07,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,3896179968,0.0,0,857.0595703125,1075.6872029622396,35.8292895005133,-45.08117748841001,144.08087158203125,1293.4697980420335,719.2898088915601,574.1799891504734,793.1220092773438,834.6820068359375,1118.31005859375,0.0,0.0,-0.392406170712491,0.0934074446192734,0.0,0.1090857142857142,2,0.1363577415021597,-0.1638121068222352,817.8070068359375,1,0.07717330715965874,1
2018-02-08,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,3708189952,-0.3804,1,825.7762799944196,1059.6227701822916,39.38921299934678,-38.317383489847785,145.4610813685826,1293.9219973186232,696.7083127399706,597.2136845786526,757.0679931640625,697.9509887695312,1036.7900390625,0.0,0.0,-0.3083265528537224,0.0971139704995738,-0.1268,0.0547428571428571,3,-0.0454583477592962,0.1363577415021597,883.864990234375,1,0.07767794919184422,1
2018-02-09,818.47998046875,884.0040283203125,788.833984375,883.864990234375,2495820032,-0.3804,0,821.2162824358259,1047.2242716471353,42.78866861917643,-27.5736098460604,146.27208600725447,1274.3734894247343,689.1283172158908,585.2451722088435,817.8070068359375,793.1220092773438,915.7849731445312,-0.3804,0.0,-0.1748293986675551,0.1003376774251508,-0.2536,-0.0541428571428571,4,0.0802292716378414,-0.0454583477592962,860.4149780273438,0,-0.02688951953855484,0
2018-02-10,882.4669799804688,917.4000244140624,825.5770263671875,860.4149780273438,2930530048,-0.3804,0,806.4157104492188,1037.4071024576822,39.36189395796843,-20.547813771451786,147.1265869140625,1267.8974232515852,676.6878855863055,591.2095376652798,883.864990234375,757.0679931640625,964.0189819335938,-0.3804,0.0,-0.230611428900768,0.099061301879473,-0.3804,-0.1630285714285714,5,0.0807745383033744,0.0802292716378414,814.6599731445312,0,-0.05464399013748608,0
2018-02-11,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,2486650112,-0.3804,0,803.555419921875,1022.1224365234376,29.76998909099132,-17.59729774787597,141.51893833705356,1266.2387222689183,659.4865829068628,606.7521393620555,860.4149780273438,817.8070068359375,834.6820068359375,-0.3804,-0.3804,-0.2142478781131289,0.0909950419214414,-0.3804,-0.2173714285714285,6,-0.0265312151359372,0.0807745383033744,868.7069702148438,1,0.0642350496457784,1
2018-02-12,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112,-0.3804,0,827.9491315569196,1004.532000732422,35.15619028879405,-10.94652082433644,139.63729858398438,1262.9981341346588,650.9749676719819,612.023166462677,814.6599731445312,883.864990234375,697.9509887695312,-0.3804,-0.3804,-0.0514072673283071,0.0938704402039543,-0.3804,-0.2717142857142857,0,-0.0531778340118092,-0.0265312151359372,845.2579956054688,0,-0.02736396396477533,0
2018-02-13,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,2081170048,0.34,1,835.3971296037946,987.1482666015625,38.34185112787403,-7.24579930355069,133.6524396623884,1252.2676006641304,640.3532977733696,611.9143028907608,868.7069702148438,860.4149780273438,793.1220092773438,-0.3804,-0.3804,-0.1231936181276416,0.0913446818876725,-0.1402666666666666,-0.2231428571428571,1,0.0663430128544242,-0.0531778340118092,923.5609741210938,1,0.08859492149652262,1
2018-02-14,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048,0.34,0,859.1818411690848,974.8696309407552,40.26111502098728,0.9219732851966214,132.7945818219866,1241.3484301753992,638.0255627445227,603.3228674308765,845.2579956054688,814.6599731445312,757.0679931640625,0.34,-0.3804,0.1064824287060808,0.0945384935957726,0.0998666666666666,-0.1745714285714285,2,-0.0269929624296392,0.0663430128544242,936.9760131835938,1,0.014420859824017617,1
2018-02-15,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096,-0.10115,2,876.2059849330357,970.9791666666666,44.64372264179951,7.318340737022233,123.1021510532924,1230.5035453480498,637.0510444957001,593.4525008523497,923.5609741210938,868.7069702148438,817.8070068359375,0.34,-0.3804,0.3424667752609065,0.0928902703899811,0.19295,-0.1346785714285714,3,0.0926379625188114,-0.0269929624296392,944.2100219726562,1,0.007690939983400131,1
2018-02-16,934.7860107421876,950.0050048828124,917.8480224609376,944.2100219726562,2369449984,-0.10115,0,884.8267037527902,968.644500732422,51.737521168899306,11.857978724599874,105.48407418387274,1211.0603155061758,640.2082819059335,570.8520336002423,936.9760131835938,845.2579956054688,883.864990234375,-0.10115,0.34,0.1904978186558925,0.0869455447123191,0.0459,-0.0947857142857142,4,0.0145253420601345,0.0926379625188114,974.114990234375,1,0.031180734159380465,1
2018-02-17,944.7479858398438,976.594970703125,940.7540283203124,974.114990234375,2525720064,-0.10115,0,901.069562639509,966.572332763672,50.63127827314767,16.415660268023196,97.74035644531249,1156.1217119357557,667.9573835232288,488.1643284125266,944.2100219726562,923.5609741210938,860.4149780273438,-0.10115,0.34,0.2866941926354516,0.0862530854042187,-0.10115,-0.0548928571428571,5,0.0077205912288866,0.0145253420601345,923.9210205078124,0,-0.05290276411537499,0
2018-02-18,973.3489990234376,982.9329833984376,915.4450073242188,923.9210205078124,2567290112,0.4588,1,916.6782836914062,962.7330342610676,56.19281011700878,15.596588257985507,90.8489292689732,1107.7295455391884,690.505653435421,417.2238921037674,974.114990234375,936.9760131835938,814.6599731445312,-0.10115,-0.10115,0.1297543464226673,0.0785308497101425,0.0855,0.0649928571428571,6,0.0316719453996483,0.0077205912288866,943.864990234375,1,0.02135654475027828,1
2018-02-19,921.6680297851562,957.7769775390624,921.5540161132812,943.864990234375,2169019904,0.4588,0,927.4151436941964,955.6901997884114,70.36662971505811,15.890900055260822,78.29006958007812,1086.509064196275,698.9996333134906,387.5094308827844,923.9210205078124,944.2100219726562,868.7069702148438,0.4588,-0.10115,0.0678836707675114,0.060490007265894,0.27215,0.1848785714285714,0,-0.0515277664647022,0.0316719453996483,895.3709716796875,0,-0.05274501120480265,0
