Date,Open,High,Low,Close,Volume,avg_sentiment,news_count,news_log1p,MA7,MA30,RSI14,MACD_diff,ATR14,BB_UP,BB_LO,BB_WIDTH,ROC10,VOL14,lag_1_Close,lag_3_Close,lag_7_Close,lag_1_avg_sentiment,lag_3_avg_sentiment,sent_mean_3d,sent_mean_7d,lag_ret_1d,lag_ret_2d,dayofweek,logret_h1,bin_h1_thr2,bin_h1_thr3,logret_h3,bin_h3_thr2,bin_h3_thr3,logret_h5,bin_h5_thr2,bin_h5_thr3
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840,0.0,1,0.6931471805599453,11202.843052455357,13181.0400390625,40.13709060034266,-74.0916801998527,1165.06494140625,14450.867575260694,9531.012600520557,4919.854974740138,-0.21651733040316135,0.05755290253904,11296.400390625,11440.7001953125,10868.400390625,0.3612,0.3612,0.24080000000000001,0.30960000000000004,-0.04245369798060672,0.029760633486411336,1,0.011295200421318582,0,0,-0.1349190237175338,0,0,-0.19967720868538952,0,0
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,0.0,1,0.6931471805599453,11040.22865513393,13066.503352864584,42.91738001396049,-90.16276411213539,1045.669921875,14318.165125293777,9345.245030956223,4972.9200943375545,-0.11887828953516189,0.05749105277377492,10106.2998046875,11786.2998046875,11359.400390625,0.0,0.3612,0.12040000000000001,0.258,-0.11132515302966794,-0.04245369798060672,2,-0.10845799638872773,0,0,-0.10798157120170476,0,0,-0.3849545244379566,0,0
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,0.0,1,0.6931471805599453,10741.820033482143,12872.784700520833,34.82847246163277,-155.57563539712828,1067.9356166294642,14132.400115650991,9050.004083567757,5082.396032083234,-0.16108277884255806,0.062293604046012176,10221.099609375,11296.400390625,11259.400390625,0.0,0.3612,0.0,0.20639999999999997,0.011295200421317375,-0.11132515302966794,3,-0.03775622775012468,0,0,-0.10251441271798031,0,0,-0.16778733722259695,0,0
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,0.3818,1,0.6931471805599453,10407.44140625,12660.443033854166,32.204719855879816,-202.77169295572526,1107.4605887276787,13789.784902850079,8839.67427683742,4950.110626012658,-0.18748392747682185,0.062111093963128076,9170.5400390625,10106.2998046875,11171.400390625,0.0,0.0,0.12726666666666667,0.20934285714285714,-0.10845799638872755,0.011295200421317375,4,0.03823265293714762,1,1,-0.23874030029910423,0,0,-0.1472930155264559,0,0
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080,0.3818,0,0.0,10083.757114955357,12446.300032552082,22.83130096794119,-191.96544792671682,1084.8549107142858,13450.506509964584,8719.243685347916,4731.262824616668,-0.19230682599918536,0.052897651815762003,8830.75,10221.099609375,11440.7001953125,0.3818,0.0,0.25453333333333333,0.21228571428571427,-0.03775622775012444,-0.10845799638872755,5,-0.10299083790500331,0,0,-0.16826376240962,0,0,-0.10437150647690373,0,0
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,7073549824,0.3818,0,0.0,9582.429966517857,12141.217024739582,24.250825857684305,-224.1988388832333,1062.901332310268,13122.456240373991,8493.014951032259,4629.441289341732,-0.2648800576879077,0.0525791579256237,9174.91015625,9170.5400390625,11786.2998046875,0.3818,0.0,0.3818,0.2152285714285714,0.038232652937148615,-0.03775622775012444,6,-0.17398211533124852,0,0,-0.08253483055860034,0,0,0.05408288209598679,1,1
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,0.0,1,0.6931471805599453,8962.268484933036,11788.826025390625,22.022130618488745,-308.25635523749725,1054.4698660714287,13438.91165386424,7723.036539495135,5715.875114369104,-0.37740392642554565,0.0637202621108876,8277.009765625,8830.75,11296.400390625,0.3818,0.3818,0.25453333333333333,0.16362857142857143,-0.10299083790500418,0.038232652937148615,0,0.10870919082663183,1,1,0.1726014467593481,1,1,0.21480587490464736,1,1
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,0.0,0,0.0,8626.225655691964,11498.039371744791,30.14175237992289,-284.3637927524305,1094.0799386160713,13515.429242676903,7303.058989744972,6212.370252931931,-0.3222442798407583,0.07446282998814506,6955.27001953125,9174.91015625,10106.2998046875,0.0,0.3818,0.12726666666666667,0.16362857142857143,-0.17398211533124908,-0.10299083790500418,1,-0.017261906053983648,0,0,0.11935580660060334,1,1,0.04734842069341588,1,1
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,0.0,0,0.0,8254.82568359375,11246.412711588542,25.02364646807635,-252.85627502055718,1123.4170619419642,13516.46303288142,6916.665140946704,6599.797891934716,-0.35337638351465894,0.07201479672594795,7754.0,8277.009765625,10221.099609375,0.0,0.3818,0.0,0.16362857142857143,0.108709190826632,-0.17398211533124908,2,0.08115416198669995,1,1,0.12335859013199915,1,1,0.1580853243725275,1,1
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,-0.1902,2,1.0986122886681098,8125.547084263393,11035.419026692709,31.35294494765415,-168.06551484410488,1138.3577706473213,13391.008724944153,6707.938394196473,6683.07033074768,-0.26829878917803773,0.07778060757299483,7621.2998046875,6955.27001953125,9170.5400390625,0.0,0.0,-0.0634,0.13645714285714286,-0.017261906053983367,0.108709190826632,3,0.05546355066788704,1,1,-0.01654383523930029,0,0,0.03946452716567711,1,1
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,-0.1902,0,0.0,8112.151436941965,10827.541715494792,35.528287299065596,-64.97370370629596,1114.4913504464287,12945.63177461041,6737.093371873965,6208.538402736445,-0.1354916598953836,0.08038158736545391,8265.58984375,7754.0,8830.75,-0.1902,0.0,-0.1268,0.05474285714285713,0.08115416198670111,-0.017261906053983367,4,-0.013259122522587949,0,0,0.021467611717940465,1,0,0.08316171743530733,1,1
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256,-0.1902,0,0.0,8033.150041852678,10668.078401692708,32.930310723885384,6.9055065754648695,1128.8756277901787,12726.427357278708,6658.477867330666,6067.949489948041,-0.15646058446423727,0.07962493097015495,8736.98046875,7621.2998046875,9174.91015625,-0.1902,0.0,-0.1902,-0.02697142857142858,0.055463550667886,0.08115416198670111,5,-0.05874826338459948,0,0,-0.0027399009796220727,0,0,0.1647826801894453,1,1
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824,-0.1902,0,0.0,8012.144391741072,10473.057421875,28.24408673610239,31.3878044632811,1135.3899623325892,12604.135462496266,6500.626744534983,6103.508717961283,-0.11346876190348398,0.07906087080745573,8621.900390625,8265.58984375,8277.009765625,-0.1902,-0.1902,-0.1902,-0.10868571428571429,-0.013259122522587319,0.055463550667886,6,0.09347499762512804,1,1,0.15516910334249487,1,1,0.23014851721231583,1,1
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,-0.1902,0,0.0,8293.758719308036,10291.93642578125,36.39556685054031,107.03868603664091,1146.786411830357,12453.847826855812,6456.7313723629395,5997.116454492872,0.010850755881437024,0.08513217511577843,8129.97021484375,8736.98046875,6955.27001953125,-0.1902,-0.1902,-0.1902,-0.13585714285714287,-0.05874826338459904,-0.013259122522587319,0,-0.03746663522015054,0,0,0.13005594594891692,1,1,0.2190563584366769,1,1
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,-0.1902,0,0.0,8414.37437220982,10119.480078125,40.392435208221904,138.76534660869015,1091.9335239955358,12198.627817245113,6435.842299942385,5762.785517302728,-0.06284536590744882,0.08131163681474327,8926.5703125,8621.900390625,7754.0,-0.1902,-0.1902,-0.1902,-0.16302857142857147,0.0934749976251279,-0.05874826338459904,1,0.09916074093751738,1,1,0.17414015480733852,1,1,0.20473082062553977,1,1
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,-0.1902,0,0.0,8681.992954799107,9975.307747395833,45.79075407067389,219.1316202089422,1114.508579799107,11964.350146063474,6493.642920342774,5470.7072257207,0.14710869645754943,0.08665654946897482,8598.3095703125,8129.97021484375,7621.2998046875,-0.1902,-0.1902,-0.1902,-0.1902,-0.03746663522015048,0.0934749976251279,2,0.06836184023155013,1,1,0.15736225271930993,1,1,0.16744377864512916,1,1
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,0.0,1,0.6931471805599453,8953.537318638393,9931.17109375,56.03503222219711,310.94163885418834,1068.9871651785713,11798.330633848265,6559.162432557984,5239.168201290281,0.46168306364476175,0.08343792047210026,9494.6298828125,8926.5703125,8265.58984375,-0.1902,-0.1902,-0.1268,-0.16302857142857144,0.09916074093751703,-0.03746663522015048,3,0.006617573638271057,0,0,0.037208239456472364,1,1,0.11484967775621818,1,1
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,0.0,1,0.6931471805599453,9167.383021763393,9899.347786458333,58.79346191498648,365.8397112907244,1006.5035574776786,11568.74040170583,6668.072684231671,4900.66771747416,0.3198220777179521,0.08232457973876697,10166.400390625,8598.3095703125,8736.98046875,0.0,-0.1902,-0.0634,-0.13585714285714287,0.06836184023154956,0.09916074093751703,4,0.08238283884948888,1,1,0.09246436477530813,1,1,0.04364040187003685,1,1
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384,0.0,0,0.0,9523.21156529018,9887.274446614583,61.38134117977705,445.66567876207284,993.0020926339286,11395.183887278852,6774.269237721148,4620.914649557704,0.4581108839830188,0.08435638983027886,10233.900390625,9494.6298828125,8621.900390625,0.0,-0.1902,0.0,-0.10868571428571429,0.006617573638271423,0.06836184023154956,5,-0.05179217303128765,0,0,0.02584926526845813,1,0,-0.10500364796826141,0,0
